Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,"Mean annual temperature, °C","Mean annual precipitation, mm","Above-ground biomass carbon density (BCDa), Mg C ha-1","Living biomass carbon density (BCDl), Mg C ha-1","Total biomass carbon density (BCDt), Mg C ha-1",Stand age,BCDa/BCDl,BCDa/BCDt,Reference 1,Method used to determine tree age,Reference 2,Reference 3,Reference 4,
399,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.37 ,103.36 ,2.7 ,781 ,100.7 ,125.55 ,,158 ,0.80 ,,"Luo, 1996",Tree rings,,,,
400,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.43 ,103.49 ,2.9 ,794 ,93.3 ,116.83 ,,135 ,0.80 ,,"Luo, 1996",Tree rings,,,,
401,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.40 ,103.37 ,2.7 ,782 ,94.0 ,118.39 ,,154 ,0.79 ,,"Luo, 1996",Tree rings,,,,
402,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.38 ,103.50 ,2.9 ,797 ,85.3 ,107.51 ,,142 ,0.79 ,,"Luo, 1996",Tree rings,,,,
403,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.33 ,103.47 ,3.3 ,795 ,102.9 ,129.84 ,,131 ,0.79 ,,"Luo, 1996",Tree rings,,,,
404,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.62 ,103.39 ,2.6 ,776 ,103.8 ,131.28 ,,150 ,0.79 ,,"Luo, 1996",Tree rings,,,,
405,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.48 ,103.54 ,2.9 ,797 ,82.6 ,105.90 ,,137 ,0.78 ,,"Luo, 1996",Tree rings,,,,
406,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.53 ,103.66 ,3.5 ,809 ,106.3 ,132.44 ,,148 ,0.80 ,,"Luo, 1996",Tree rings,,,,
407,Temperate,Temperate mountain system,Asia,"Caopo, Ruo'ergai, Sichuan, China","Picea, Abies",33.85 ,103.30 ,2.4 ,757 ,65.9 ,83.66 ,,144 ,0.79 ,,"Luo, 1996",Tree rings,,,,
408,Temperate,Temperate mountain system,Asia,"Ruo'ergai, Sichuan, China","Picea, Abies",33.76 ,103.34 ,2.5 ,764 ,74.1 ,94.43 ,,137 ,0.78 ,,"Luo, 1996",Tree rings,,,,
409,Temperate,Temperate mountain system,Asia,"Longzha, Ruo'ergai, Sichuan, China","Picea, Abies",34.20 ,102.93 ,2.3 ,704 ,86.3 ,110.24 ,,114 ,0.78 ,,"Luo, 1996",Tree rings,,,,
410,Temperate,Temperate mountain system,Asia,"Longzha, Ruo'ergai, Sichuan, China","Picea, Abies",34.20 ,102.93 ,2.3 ,704 ,86.3 ,110.24 ,,114 ,0.78 ,,"Luo, 1996",Tree rings,,,,
411,Subtropical,Subtropical mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.27 ,103.82 ,3.8 ,837 ,72.1 ,91.01 ,,131 ,0.79 ,,"Luo, 1996",Tree rings,,,,
412,Subtropical,Subtropical mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.28 ,103.66 ,3.8 ,818 ,72.8 ,94.97 ,,92 ,0.77 ,,"Luo, 1996",Tree rings,,,,
413,Temperate,Temperate mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.52 ,103.30 ,2.6 ,769 ,80.7 ,102.65 ,,142 ,0.79 ,,"Luo, 1996",Tree rings,,,,
414,Temperate,Temperate mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.55 ,103.62 ,3.7 ,804 ,105.2 ,129.74 ,,140 ,0.81 ,,"Luo, 1996",Tree rings,,,,
415,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.57 ,103.32 ,2.6 ,769 ,106.9 ,133.80 ,,167 ,0.80 ,,"Luo, 1996",Tree rings,,,,
416,Temperate,Temperate mountain system,Asia,"Longzha, Ruo'ergai, Sichuan, China","Picea, Abies",34.17 ,102.82 ,2.3 ,694 ,67.8 ,87.78 ,,109 ,0.77 ,,"Luo, 1996",Tree rings,,,,
417,Temperate,Temperate mountain system,Asia,"Qiuxiang, Ruo'ergai, Sichuan, China","Picea, Abies",33.58 ,103.28 ,2.6 ,764 ,92.3 ,116.35 ,,133 ,0.79 ,,"Luo, 1996",Tree rings,,,,
418,Temperate,Temperate mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.50 ,103.57 ,3.0 ,800 ,86.9 ,110.67 ,,119 ,0.79 ,,"Luo, 1996",Tree rings,,,,
419,Temperate,Temperate mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.52 ,103.54 ,2.6 ,797 ,118.6 ,148.44 ,,146 ,0.80 ,,"Luo, 1996",Tree rings,,,,
420,Subtropical,Subtropical mountain system,Asia,"Shangbaozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.52 ,105.40 ,2.2 ,1045 ,157.9 ,206.76 ,,109 ,0.76 ,,"Luo, 1996",Tree rings,,,,
421,Temperate,Temperate mountain system,Asia,"Zhanwa, Ruo'ergai, Sichuan, China","Picea, Abies",34.25 ,102.92 ,2.2 ,701 ,52.2 ,67.52 ,,90 ,0.77 ,,"Luo, 1996",Tree rings,,,,
422,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Picea, Abies",33.45 ,103.50 ,2.9 ,794 ,74.1 ,93.90 ,,137 ,0.79 ,,"Luo, 1996",Tree rings,,,,
423,Subtropical,Subtropical mountain system,Asia,"Songfan, Sichuan, China","Picea, Abies",32.60 ,103.60 ,4.0 ,837 ,124.3 ,151.64 ,,198 ,0.82 ,,"Luo, 1996",Tree rings,,,,
424,Subtropical,Subtropical humid forest,Asia,"Wolongwan, Wenchuan, Sichuan, China","Picea, Abies",30.90 ,103.10 ,7.4 ,853 ,113.5 ,141.86 ,,133 ,0.80 ,,"Luo, 1996",Tree rings,,,,
425,Subtropical,Subtropical mountain system,Asia,"Xiaojin, Sichuan, China","Picea, Abies",30.90 ,102.33 ,5.8 ,776 ,112.9 ,136.40 ,,214 ,0.83 ,,"Luo, 1996",Tree rings,,,,
426,Subtropical,Subtropical mountain system,Asia,"Xinlong, Sichuan, China","Picea, Abies",30.90 ,100.30 ,3.7 ,613 ,191.2 ,227.84 ,,317 ,0.84 ,,"Luo, 1996",Tree rings,,,,
427,Subtropical,Subtropical mountain system,Asia,"Yajiang, Sichuan, China","Picea, Abies",30.00 ,101.00 ,4.4 ,694 ,86.7 ,108.56 ,,164 ,0.80 ,,"Luo, 1996",Tree rings,,,,
428,Subtropical,Subtropical mountain system,Asia,"Zhuwagen, Chayu, Tibet, China","Picea, Abies",28.60 ,97.40 ,6.1 ,800 ,223.0 ,245.52 ,,175 ,0.91 ,,"Luo, 1996",Tree rings,,,,
429,Subtropical,Subtropical mountain system,Asia,"Changdu, Tibet, China","Picea, Abies",31.10 ,97.10 ,1.9 ,584 ,53.5 ,67.35 ,,100 ,0.79 ,,"Luo, 1996",Tree rings,,,,
430,Subtropical,Subtropical mountain system,Asia,"Bianba, Changdu, Tibet, China","Picea, Abies",30.90 ,94.70 ,1.0 ,527 ,62.3 ,73.87 ,,113 ,0.84 ,,"Luo, 1996",Tree rings,,,,
431,Subtropical,Subtropical mountain system,Asia,"Bomi, Changdu, Tibet, China","Picea, Abies",29.80 ,95.70 ,6.6 ,850 ,206.0 ,231.43 ,,152 ,0.89 ,,"Luo, 1996",Tree rings,,,,
432,Subtropical,Subtropical mountain system,Asia,"Jiangda, Changdu, Tibet, China","Picea, Abies",31.50 ,98.20 ,1.5 ,593 ,90.7 ,106.25 ,,120 ,0.85 ,,"Luo, 1996",Tree rings,,,,
433,Temperate,Temperate mountain system,Asia,"Jiangda, Changdu, Tibet, China","Picea, Abies",31.40 ,94.30 ,2.7 ,486 ,66.4 ,80.34 ,,100 ,0.83 ,,"Luo, 1996",Tree rings,,,,
434,Subtropical,Subtropical mountain system,Asia,"Leiwuqi, Changdu, Tibet, China","Picea, Abies",31.20 ,96.50 ,2.4 ,561 ,55.0 ,66.15 ,,100 ,0.83 ,,"Luo, 1996",Tree rings,,,,
435,Subtropical,Subtropical mountain system,Asia,"Luolong, Changdu, Tibet, China","Picea, Abies",30.70 ,95.80 ,1.9 ,570 ,61.0 ,73.68 ,,110 ,0.83 ,,"Luo, 1996",Tree rings,,,,
436,Subtropical,Subtropical mountain system,Asia,"Mangkang, Changdu, Tibet, China","Picea, Abies",29.60 ,98.50 ,1.6 ,712 ,86.8 ,103.90 ,,150 ,0.84 ,,"Luo, 1996",Tree rings,,,,
437,Subtropical,Subtropical mountain system,Asia,"Zuogong, Changdu, Tibet, China","Picea, Abies",29.60 ,97.80 ,2.6 ,692 ,91.9 ,108.95 ,,116 ,0.84 ,,"Luo, 1996",Tree rings,,,,
438,Subtropical,Subtropical mountain system,Asia,"Gongbujiangda, Lhasa, Tibet, China","Picea, Abies",29.90 ,93.30 ,4.5 ,545 ,100.6 ,118.65 ,,129 ,0.85 ,,"Luo, 1996",Tree rings,,,,
439,Subtropical,Subtropical mountain system,Asia,"Lingzhi, Lhasa, Tibet, China","Picea, Abies",29.50 ,94.30 ,4.9 ,597 ,102.9 ,119.03 ,,143 ,0.86 ,,"Luo, 1996",Tree rings,,,,
440,Subtropical,Subtropical mountain system,Asia,"Milin, Lhasa, Tibet, China","Picea, Abies",29.20 ,94.10 ,7.0 ,609 ,120.2 ,138.54 ,,140 ,0.87 ,,"Luo, 1996",Tree rings,,,,
441,Subtropical,Subtropical mountain system,Asia,"Linzhi, Tibet, China","Picea, Abies",29.70 ,94.10 ,5.8 ,579 ,145.2 ,166.81 ,,149 ,0.87 ,,"Luo, 1996",Tree rings,,,,
442,Subtropical,Subtropical mountain system,Asia,"Lulang, Tibet, China","Picea, Abies",29.80 ,94.70 ,5.1 ,591 ,118.3 ,139.15 ,,86 ,0.85 ,,"Luo, 1996",Tree rings,,,,
443,Subtropical,Subtropical mountain system,Asia,"Nielamu, Tibet, China","Picea, Abies",28.10 ,85.90 ,12.0 ,436 ,143.6 ,160.67 ,,140 ,0.89 ,,"Luo, 1996",Tree rings,,,,
444,Subtropical,Subtropical mountain system,Asia,"Jilong, Rikaze, Tibet, China","Picea, Abies",28.90 ,85.20 ,10.4 ,370 ,109.6 ,124.39 ,,131 ,0.88 ,,"Luo, 1996",Tree rings,,,,
445,Subtropical,Subtropical mountain system,Asia,"Jilong, Rikaze, Tibet, China","Picea, Abies",28.90 ,85.20 ,7.2 ,370 ,67.5 ,80.57 ,,105 ,0.84 ,,"Luo, 1996",Tree rings,,,,
446,Tropical,Tropical mountain system,Asia,"Jilong, Rikaze, Tibet, China","Picea, Abies",27.90 ,85.90 ,8.3 ,448 ,111.1 ,126.68 ,,192 ,0.88 ,,"Luo, 1996",Tree rings,,,,
447,Tropical,Tropical mountain system,Asia,"Zhangmu, Rikaze, Tibet, China","Picea, Abies",27.90 ,85.90 ,11.6 ,448 ,138.3 ,156.62 ,,170 ,0.88 ,,"Luo, 1996",Tree rings,,,,
448,Subtropical,Subtropical mountain system,Asia,"Langxian, Shannan, Tibet, China","Picea, Abies",29.00 ,93.10 ,4.3 ,591 ,94.7 ,110.50 ,,160 ,0.86 ,,"Luo, 1996",Tree rings,,,,
449,Subtropical,Subtropical mountain system,Asia,"Xiachayu, Tibet, China","Picea, Abies",28.40 ,97.00 ,5.7 ,739 ,155.0 ,179.93 ,,144 ,0.86 ,,"Luo, 1996",Tree rings,,,,
450,Subtropical,Subtropical mountain system,Asia,"Xueka, Gongbujiangda, Linzhi, Tibet, China","Picea, Abies",29.90 ,93.80 ,4.7 ,559 ,112.3 ,130.06 ,,125 ,0.86 ,,"Luo, 1996",Tree rings,,,,
451,Temperate,Temperate desert,Asia,"Tianchi, Fukang, Xinjiang, China","Picea, Abies",44.20 ,88.00 ,-1.1 ,827 ,81.9 ,99.22 ,,128 ,0.83 ,,"Luo, 1996",Tree rings,,,,
452,Temperate,Temperate desert,Asia,"Gongliu, Xinjiang, China","Picea, Abies",43.40 ,82.20 ,2.3 ,691 ,182.7 ,231.67 ,,96 ,0.79 ,,"Luo, 1996",Tree rings,,,,
453,Temperate,Temperate mountain system,Asia,"Xiaomohe, Gongliu, Xinjiang, China","Picea, Abies",43.20 ,84.60 ,2.1 ,626 ,214.7 ,279.51 ,,115 ,0.77 ,,"Luo, 1996",Tree rings,,,,
454,Temperate,Temperate desert,Asia,"Jimusa'er,  Xinjiang, China","Picea, Abies",44.00 ,89.10 ,-1.1 ,799 ,111.9 ,138.41 ,,122 ,0.81 ,,"Luo, 1996",Tree rings,,,,
455,Temperate,Temperate desert,Asia,"Manasi,  Xinjiang, China","Picea, Abies",44.30 ,86.20 ,-0.2 ,814 ,137.3 ,167.59 ,,122 ,0.82 ,,"Luo, 1996",Tree rings,,,,
456,Temperate,Temperate mountain system,Asia,"Mulei,  Xinjiang, China","Picea, Abies",43.80 ,90.30 ,-1.1 ,759 ,68.3 ,81.70 ,,86 ,0.84 ,,"Luo, 1996",Tree rings,,,,
457,Temperate,Temperate desert,Asia,"Shawan,  Xinjiang, China","Picea, Abies",44.30 ,85.60 ,-0.7 ,854 ,82.1 ,100.80 ,,95 ,0.81 ,,"Luo, 1996",Tree rings,,,,
458,Temperate,Temperate mountain system,Asia,"Kukesu, Tekesi, Xinjiang, China","Picea, Abies",43.20 ,81.80 ,-1.1 ,839 ,184.6 ,238.46 ,,261 ,0.77 ,,"Luo, 1996",Tree rings,,,,
459,Temperate,Temperate desert,Asia,"Miquan, Urumqi, Xinjiang, China","Picea, Abies",43.90 ,87.70 ,-1.3 ,836 ,116.8 ,143.90 ,,178 ,0.81 ,,"Luo, 1996",Tree rings,,,,
460,Temperate,Temperate mountain system,Asia,"Nanshan, Urumqi, Xinjiang, China","Picea, Abies",43.03 ,87.13 ,0.2 ,636 ,88.7 ,109.05 ,,108 ,0.81 ,,"Luo, 1996",Tree rings,,,,
461,Temperate,Temperate mountain system,Asia,"Tianshan, Wusu, Xinjiang, China","Picea, Abies",43.30 ,88.30 ,-0.1 ,677 ,91.9 ,109.90 ,,97 ,0.84 ,,"Luo, 1996",Tree rings,,,,
462,Temperate,Temperate mountain system,Asia,"Zhaosu, Xinjiang, China","Picea, Abies",43.10 ,81.10 ,0.3 ,761 ,142.4 ,176.96 ,,116 ,0.80 ,,"Luo, 1996",Tree rings,,,,
463,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China","Picea, Abies",27.45 ,98.96 ,7.5 ,1235 ,119.5 ,143.52 ,,90 ,0.83 ,,"Luo, 1996",Tree rings,,,,
464,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China","Picea, Abies",27.53 ,98.96 ,10.0 ,1254 ,65.1 ,79.79 ,,90 ,0.82 ,,"Luo, 1996",Tree rings,,,,
465,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China","Picea, Abies",27.53 ,99.20 ,6.6 ,1173 ,139.6 ,169.90 ,,100 ,0.82 ,,"Luo, 1996",Tree rings,,,,
466,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",28.18 ,98.96 ,5.7 ,1319 ,234.3 ,265.03 ,,150 ,0.88 ,,"Luo, 1996",Tree rings,,,,
467,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",27.82 ,99.26 ,8.0 ,1200 ,218.8 ,248.88 ,,150 ,0.88 ,,"Luo, 1996",Tree rings,,,,
468,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",28.62 ,98.65 ,3.8 ,1483 ,132.7 ,151.96 ,,150 ,0.87 ,,"Luo, 1996",Tree rings,,,,
469,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",28.53 ,98.84 ,6.9 ,1464 ,106.4 ,123.30 ,,120 ,0.86 ,,"Luo, 1996",Tree rings,,,,
470,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",28.00 ,99.15 ,5.5 ,1232 ,166.6 ,193.47 ,,175 ,0.86 ,,"Luo, 1996",Tree rings,,,,
471,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",28.90 ,99.02 ,3.3 ,1412 ,79.8 ,96.77 ,,100 ,0.82 ,,"Luo, 1996",Tree rings,,,,
472,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China","Picea, Abies",27.82 ,99.14 ,5.6 ,1209 ,191.4 ,233.81 ,,200 ,0.82 ,,"Luo, 1996",Tree rings,,,,
473,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Picea, Abies",27.02 ,99.62 ,8.4 ,1056 ,125.0 ,141.91 ,,100 ,0.88 ,,"Luo, 1996",Tree rings,,,,
474,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Picea, Abies",27.17 ,99.57 ,8.7 ,1068 ,192.9 ,225.63 ,,100 ,0.85 ,,"Luo, 1996",Tree rings,,,,
475,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Picea, Abies",27.10 ,99.44 ,8.3 ,1096 ,163.8 ,191.93 ,,120 ,0.85 ,,"Luo, 1996",Tree rings,,,,
476,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Picea, Abies",26.95 ,99.50 ,6.2 ,1095 ,115.6 ,136.96 ,,100 ,0.84 ,,"Luo, 1996",Tree rings,,,,
477,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Picea, Abies",26.80 ,100.20 ,5.5 ,981 ,89.9 ,108.00 ,,122 ,0.83 ,,"Luo, 1996",Tree rings,,,,
478,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Picea, Abies",27.53 ,100.60 ,6.7 ,890 ,160.9 ,182.91 ,,200 ,0.88 ,,"Luo, 1996",Tree rings,,,,
479,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Picea, Abies",27.32 ,100.66 ,5.4 ,880 ,86.4 ,103.90 ,,120 ,0.83 ,,"Luo, 1996",Tree rings,,,,
480,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China","Picea, Abies",27.36 ,99.34 ,8.1 ,1130 ,121.1 ,139.95 ,,160 ,0.87 ,,"Luo, 1996",Tree rings,,,,
481,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China","Picea, Abies",27.10 ,99.20 ,6.9 ,1158 ,112.7 ,135.43 ,,161 ,0.83 ,,"Luo, 1996",Tree rings,,,,
482,Subtropical,Subtropical mountain system,Asia,"Yunlong, Yunnan, China","Picea, Abies",26.14 ,99.38 ,9.6 ,1151 ,103.4 ,120.39 ,,105 ,0.86 ,,"Luo, 1996",Tree rings,,,,
483,Subtropical,Subtropical mountain system,Asia,"Zhongdian, Yunnan, China","Picea, Abies",27.70 ,99.70 ,8.1 ,1077 ,123.0 ,143.57 ,,155 ,0.86 ,,"Luo, 1996",Tree rings,,,,
484,Temperate,Temperate continental forest,Asia,"Gonghe, Muling, Heilongjiang, China",Larix,44.10 ,130.20 ,1.4 ,768 ,96.4 ,122.58 ,,158 ,0.79 ,,"Luo, 1996",Tree rings,,,,
485,Boreal,Boreal coniferous forest,Asia,"Nanwonghe, Heilongjiang, China",Larix,51.40 ,125.20 ,-3.9 ,484 ,71.5 ,95.48 ,,104 ,0.75 ,,"Luo, 1996",Tree rings,,,,
486,Temperate,Temperate continental forest,Asia,"Xiaoxing'anling, Xunke, Heilongjiang, China",Larix,49.50 ,128.40 ,-0.7 ,372 ,49.8 ,67.09 ,,85 ,0.74 ,,"Luo, 1996",Tree rings,,,,
487,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China",Larix,42.20 ,127.30 ,1.9 ,875 ,110.2 ,119.96 ,,195 ,0.92 ,,"Luo, 1996",Tree rings,,,,
488,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China",Larix,42.75 ,128.27 ,2.1 ,832 ,113.0 ,123.05 ,,160 ,0.92 ,,"Luo, 1996",Tree rings,,,,
489,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China",Larix,42.40 ,128.10 ,2.5 ,854 ,109.7 ,120.24 ,,177 ,0.91 ,,"Luo, 1996",Tree rings,,,,
490,Boreal,Boreal coniferous forest,Asia,"Daxing'anling, Neimenggu, China",Larix,52.50 ,124.50 ,-5.0 ,554 ,25.0 ,27.29 ,,100 ,0.91 ,,"Luo, 1996",Tree rings,,,,
491,Boreal,Boreal coniferous forest,Asia,"Daxing'anling, Neimenggu, China",Larix,52.20 ,120.80 ,-4.8 ,532 ,56.9 ,69.10 ,,171 ,0.82 ,,"Luo, 1996",Tree rings,,,,
492,Boreal,Boreal coniferous forest,Asia,"Eerguna, Neimenggu, China",Larix,50.80 ,121.50 ,-3.6 ,452 ,61.9 ,83.35 ,,136 ,0.74 ,,"Luo, 1996",Tree rings,,,,
493,Boreal,Boreal coniferous forest,Asia,"Jiagedaqi, Elunchun, Neimenggu, China",Larix,50.40 ,124.00 ,-3.1 ,434 ,47.0 ,63.27 ,,136 ,0.74 ,,"Luo, 1996",Tree rings,,,,
494,Subtropical,Subtropical mountain system,Asia,"Rilonggou, Xiaojin, Sichuan, China",Larix,30.90 ,102.40 ,4.0 ,775 ,55.8 ,72.88 ,,193 ,0.77 ,,"Luo, 1996",Tree rings,,,,
495,Subtropical,Subtropical mountain system,Asia,"Xiaojin, Sichuan, China",Larix,30.90 ,102.30 ,4.2 ,766 ,67.3 ,79.69 ,,164 ,0.84 ,,"Luo, 1996",Tree rings,,,,
496,Temperate,Temperate mountain system,Asia,"Balikun, Xinjiang, China",Larix,43.80 ,93.00 ,-0.7 ,684 ,54.2 ,75.34 ,,132 ,0.72 ,,"Luo, 1996",Tree rings,,,,
497,Temperate,Temperate desert,Asia,"Biliuti, Bu'erjin, Xinjiang, China",Larix,48.00 ,86.90 ,-3.5 ,863 ,101.4 ,134.67 ,,172 ,0.75 ,,"Luo, 1996",Tree rings,,,,
498,Temperate,Temperate desert,Asia,"Biliuti, Bu'erjin, Xinjiang, China",Larix,47.70 ,86.90 ,-2.1 ,672 ,141.0 ,184.63 ,,177 ,0.76 ,,"Luo, 1996",Tree rings,,,,
499,Temperate,Temperate mountain system,Asia,"Fuhai, Fuhai, Xinjiang, China",Larix,47.80 ,88.70 ,-3.9 ,774 ,71.9 ,97.06 ,,107 ,0.74 ,,"Luo, 1996",Tree rings,,,,
500,Temperate,Temperate desert,Asia,"Fuyun, Xinjiang, China",Larix,47.00 ,89.40 ,-2.6 ,582 ,147.2 ,193.19 ,,157 ,0.76 ,,"Luo, 1996",Tree rings,,,,
501,Temperate,Temperate mountain system,Asia,"Fuyun, Xinjiang, China",Larix,47.10 ,89.30 ,-3.4 ,625 ,101.6 ,134.55 ,,156 ,0.76 ,,"Luo, 1996",Tree rings,,,,
502,Temperate,Temperate desert,Asia,"Hami, Xinjiang, China",Larix,42.80 ,93.10 ,-0.8 ,516 ,116.8 ,153.18 ,,139 ,0.76 ,,"Luo, 1996",Tree rings,,,,
503,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China",Larix,28.62 ,99.22 ,3.2 ,1274 ,57.1 ,76.02 ,,100 ,0.75 ,,"Luo, 1996",Tree rings,,,,
504,Subtropical,Subtropical mountain system,Asia,"Jingqu, Jiulong, Sichuan, China",Quercus,29.00 ,101.50 ,4.8 ,772 ,100.0 ,131.65 ,,134 ,0.76 ,,"Luo, 1996",Tree rings,,,,
505,Subtropical,Subtropical mountain system,Asia,"Muli, Sichuan, China",Quercus,27.90 ,101.20 ,5.6 ,797 ,121.6 ,160.66 ,,232 ,0.76 ,,"Luo, 1996",Tree rings,,,,
506,Subtropical,Subtropical mountain system,Asia,"Zhuwagen, Chayu, Tibet, China",Quercus,28.60 ,97.40 ,8.7 ,800 ,92.8 ,127.72 ,,105 ,0.73 ,,"Luo, 1996",Tree rings,,,,
507,Subtropical,Subtropical mountain system,Asia,"Bomi, Changdu, Tibet, China",Quercus,29.70 ,96.10 ,6.4 ,850 ,92.2 ,124.03 ,,87 ,0.74 ,,"Luo, 1996",Tree rings,,,,
508,Subtropical,Subtropical mountain system,Asia,"Bomi, Changdu, Tibet, China",Quercus,29.80 ,95.70 ,7.7 ,850 ,84.4 ,114.34 ,,90 ,0.74 ,,"Luo, 1996",Tree rings,,,,
509,Tropical,Tropical mountain system,Asia,"Zhangmu, Rikaze, Tibet, China",Quercus,27.90 ,85.90 ,13.4 ,1000 ,57.5 ,79.83 ,,95 ,0.72 ,,"Luo, 1996",Tree rings,,,,
510,Subtropical,Subtropical mountain system,Asia,"Liebu, Cuona, Shannan, Tibet, China",Quercus,27.90 ,91.90 ,9.1 ,621 ,105.4 ,145.76 ,,127 ,0.72 ,,"Luo, 1996",Tree rings,,,,
511,Subtropical,Subtropical mountain system,Asia,"Zhongdian, Yunnan, China",Quercus,27.70 ,99.70 ,7.2 ,1070 ,90.5 ,119.24 ,,83 ,0.76 ,,"Luo, 1996",Tree rings,,,,
512,Subtropical,Subtropical humid forest,Asia,"Pinglin, Chengbu, Hunan, China",,26.20 ,110.20 ,15.2 ,1807 ,175.9 ,207.41 ,,111 ,0.85 ,,"Luo, 1996",Tree rings,,,,
513,Subtropical,Subtropical humid forest,Asia,"Guangping, Huitong, Hunan, China",,26.83 ,109.75 ,18.1 ,1383 ,138.7 ,174.18 ,,80 ,0.80 ,,"Luo, 1996",Tree rings,,,,
514,Subtropical,Subtropical humid forest,Asia,"Jianghua, Hunan, China",,24.70 ,111.55 ,16.2 ,2050 ,163.9 ,191.20 ,,90 ,0.86 ,,"Luo, 1996",Tree rings,,,,
515,Subtropical,Subtropical humid forest,Asia,"Majiang, Jianghua, Hunan, China",,24.90 ,111.70 ,18.7 ,1697 ,285.1 ,328.65 ,,124 ,0.87 ,,"Luo, 1996",Tree rings,,,,
516,Subtropical,Subtropical mountain system,Asia,"Leiboshan, Sichuan, China",,28.30 ,103.40 ,12.8 ,994 ,78.7 ,111.11 ,,105 ,0.71 ,,"Luo, 1996",Tree rings,,,,
517,Subtropical,Subtropical mountain system,Asia,"Chayu, Tibet, China",,28.60 ,97.40 ,14.4 ,800 ,121.5 ,132.39 ,,100 ,0.92 ,,"Luo, 1996",Tree rings,,,,
518,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China",,27.97 ,98.96 ,7.3 ,1302 ,80.2 ,107.31 ,,100 ,0.75 ,,"Luo, 1996",Tree rings,,,,
519,Subtropical,Subtropical mountain system,Asia,"Weixi, Diqing, Yunnan, China",,27.53 ,99.32 ,9.9 ,1157 ,112.1 ,153.93 ,,100 ,0.73 ,,"Luo, 1996",Tree rings,,,,
520,Subtropical,Subtropical mountain system,Asia,"Xujiaba, Ailaoshan, Yunnan, China",,24.53 ,101.00 ,12.2 ,1172 ,170.9 ,245.59 ,,100 ,0.70 ,,"Luo, 1996",Tree rings,,,,
